Event,Site,UTCDate,UTCTime,White,Black,Result,WhiteElo,BlackElo,TimeControl,Termination,PlyCount,MoveCount
Rated Blitz game,https://lichess.org/MyGALmZQ,2025.12.01,00:00:30,darthvaderginsburg,YarazuNoAme,1-0,649,728,300+0,Normal,15,8
Rated Blitz game,https://lichess.org/IW8oh8FW,2025.12.01,00:00:30,kartacali06,Zijad1971T,1-0,1530,1549,300+0,Normal,103,52
Rated Blitz game,https://lichess.org/ZZX2JBir,2025.12.01,00:00:30,Imacattoo,cubaton,0-1,2266,2349,300+0,Time forfeit,90,45
Rated Blitz game,https://lichess.org/VTubN3r9,2025.12.01,00:00:30,SerhiiHlushko,snblunder,0-1,1911,1992,300+0,Normal,82,41
Rated Blitz game,https://lichess.org/vy1TiStr,2025.12.01,00:00:30,WyattGould,Holyvion,1-0,1429,1427,300+0,Normal,79,40
Rated Blitz game,https://lichess.org/p5t8dRpe,2025.12.01,00:00:30,Hafidihassan,bjmeck,1-0,1727,1710,300+0,Normal,61,31
Rated Blitz game,https://lichess.org/yaXIpqSD,2025.12.01,00:00:30,eberperro,dvchess,1-0,2021,2027,300+0,Normal,67,34
Rated Rapid game,https://lichess.org/Ex8y63ER,2025.12.01,00:00:31,Murat-taruM,Daniil_Livada,1-0,1654,1696,600+0,Time forfeit,169,85
Rated Rapid game,https://lichess.org/inQwpuuX,2025.12.01,00:00:31,Pklaws,BongCloudOfShame,1-0,1608,1555,600+0,Time forfeit,57,29
Rated Rapid game,https://lichess.org/BTvcloPZ,2025.12.01,00:00:31,shrek8,Phifty,0-1,1192,1156,600+0,Normal,66,33
Rated Rapid game,https://lichess.org/j8B2HpZ7,2025.12.01,00:00:31,erre1365,wclongo1,0-1,1095,1109,600+0,Normal,8,4
Rated Rapid game,https://lichess.org/3an9mFPz,2025.12.01,00:00:31,parachuteadams1974,piesnbeers,0-1,1419,1438,600+0,Normal,46,23
Rated Rapid game,https://lichess.org/VqlZ7zGs,2025.12.01,00:00:31,Ko1i,nac-err,0-1,956,959,600+0,Normal,44,22
Rated Rapid game,https://lichess.org/LUxNy2Qu,2025.12.01,00:00:31,DrSanGG,ricardoccr,1-0,1833,1852,600+0,Normal,75,38
Rated Rapid game,https://lichess.org/RkQxSGCu,2025.12.01,00:00:31,AlbertoFdz,cha-cha-cha-qui,1/2-1/2,1346,1386,600+0,Normal,77,39
Rated Rapid game,https://lichess.org/tRwt1bhD,2025.12.01,00:00:31,Youngchino3,maschexd,1-0,792,898,600+0,Normal,57,29
Rated Rapid game,https://lichess.org/iWC8QnSR,2025.12.01,00:00:31,islam_ramzy,PeonDrez,1-0,1944,1883,600+0,Normal,73,37
Rated Bullet game,https://lichess.org/sJX4gpK6,2025.12.01,00:00:31,neal_cc,Amirhossein_King1383,1/2-1/2,2077,2063,60+0,Normal,100,50
Rated Bullet game,https://lichess.org/pwtfuB9N,2025.12.01,00:00:31,MatOlmaAma,Oikaner,0-1,2393,2428,60+0,Time forfeit,56,28
Rated Bullet game,https://lichess.org/poTGmLFT,2025.12.01,00:00:31,asminoykuhazar,DientesDDS,1-0,2047,2024,60+0,Time forfeit,107,54
Rated Bullet game,https://lichess.org/gwlJZMWi,2025.12.01,00:00:31,Masoquistachess,orvaz560,0-1,2315,2197,60+0,Time forfeit,92,46
Rated Bullet game,https://lichess.org/66gDMbmd,2025.12.01,00:00:31,gunslinger5,kafka0617blitz,0-1,1543,1535,60+0,Normal,50,25
Rated Bullet game,https://lichess.org/jiEvKV9u,2025.12.01,00:00:31,Boldacingri,ReesetheBeast,1-0,1786,1853,60+0,Normal,37,19
Rated Bullet game,https://lichess.org/1avjSNpB,2025.12.01,00:00:31,freddociep,nathanng88,0-1,1715,1707,60+0,Normal,42,21
Rated Bullet game,https://lichess.org/F4KOORGP,2025.12.01,00:00:31,dungcrap,harishm,0-1,1306,1258,60+0,Time forfeit,62,31
Rated Bullet game,https://lichess.org/sVqAJhOJ,2025.12.01,00:00:31,Ender991,kisso123,1-0,1361,1380,60+0,Normal,73,37
Rated Bullet game,https://lichess.org/Xao4yzEd,2025.12.01,00:00:31,Filipp97,mollusque1830,1-0,2704,2596,60+0,Normal,50,25
Rated Bullet game,https://lichess.org/VHCswF4u,2025.12.01,00:00:31,marcelo28,Yailmlhem,1-0,1968,1907,60+0,Time forfeit,91,46
Rated Bullet game,https://lichess.org/sl5jVQV4,2025.12.01,00:00:31,Shadecarlsen01,chandlerseinfeld,0-1,2586,2588,60+0,Time forfeit,90,45
Rated Bullet game,https://lichess.org/tjseWGHy,2025.12.01,00:00:31,Oopsthedaisy,Sailok,1-0,1756,1729,60+0,Normal,51,26
Rated Bullet game,https://lichess.org/ZTeErtGD,2025.12.01,00:00:31,Chessnovato1980,Percaga01,1-0,1758,1833,60+0,Time forfeit,75,38
Rated Bullet game,https://lichess.org/iq9sJmLo,2025.12.01,00:00:31,Itz-thee,boskayu,0-1,2077,2113,60+0,Normal,62,31
Rated Bullet game,https://lichess.org/iGYsnniV,2025.12.01,00:00:31,MrSpeedyyy,axeldecesson,1-0,1480,1463,60+0,Normal,31,16
Rated Bullet game,https://lichess.org/WtB8cUp1,2025.12.01,00:00:31,Will1975,Sterminator65,1-0,1987,2047,120+0,Time forfeit,99,50
Rated Rapid game,https://lichess.org/ndSXTtU7,2025.12.01,00:00:31,Big_Vince,seven21,1-0,1773,1837,600+0,Normal,71,36
Rated Blitz game,https://lichess.org/Zb8Dv8LW,2025.12.01,00:00:32,herbherbie,ggLilAyda,0-1,1191,1236,180+0,Normal,44,22
Rated Blitz game,https://lichess.org/NFnXtlqK,2025.12.01,00:00:32,disharun84,ALEKIN40,0-1,1449,1495,180+0,Normal,66,33
Rated Blitz game,https://lichess.org/MghNyEeg,2025.12.01,00:00:33,joelchristiangill,djanos,1-0,1141,1241,300+3,Normal,33,17
Rated Blitz game,https://lichess.org/4GB9tgj3,2025.12.01,00:00:34,lamont13,BenjaALIXDXDXD,0-1,1768,1745,300+3,Normal,60,30
Rated Blitz game,https://lichess.org/sffsHYvC,2025.12.01,00:00:34,Mister_Lluis,FirstMoveNf3,0-1,2021,2016,300+3,Normal,49,25
Rated Blitz game,https://lichess.org/gnYDrRJ4,2025.12.01,00:00:34,wdamaceno,lost_my_queen83,0-1,1064,1068,300+3,Time forfeit,50,25
Rated Blitz game,https://lichess.org/Si26hUIY,2025.12.01,00:00:34,blerma,CarlKelly0115,1-0,1032,993,300+3,Normal,27,14
Rated Blitz game,https://lichess.org/z9ejvFrI,2025.12.01,00:00:34,hellokittykatty,basselfaoury,0-1,1779,1799,300+3,Normal,62,31
Rated Blitz game,https://lichess.org/zUuyVI2m,2025.12.01,00:00:34,shahrammortazavi,topchess68,1-0,1183,1180,300+3,Normal,67,34
Rated Blitz game,https://lichess.org/nF38ZFGB,2025.12.01,00:00:34,ramrob,somee1eelse,0-1,1404,1420,300+3,Time forfeit,60,30
Rated Blitz game,https://lichess.org/FnVS0CnE,2025.12.01,00:00:34,Aleksandr_Chess,Catullus999,1-0,1448,1576,300+3,Time forfeit,67,34
Rated Blitz game,https://lichess.org/0e3eV5T7,2025.12.01,00:00:34,denishendaye,rezafathi1001,1-0,1956,1843,300+3,Normal,73,37
Rated Blitz game,https://lichess.org/DhzNKHYD,2025.12.01,00:00:34,GrandFoufou,HMLG,0-1,1444,1443,300+3,Normal,102,51
Rated Bullet game,https://lichess.org/zQjXBIvt,2025.12.01,00:00:34,apostolozeno,sqshi,1-0,1582,1538,120+0,Time forfeit,51,26
Rated Bullet game,https://lichess.org/x0rfbM8g,2025.12.01,00:00:34,carlosGBajedrez,billdabutcher,0-1,1830,1846,60+0,Time forfeit,52,26
Rated Bullet game,https://lichess.org/MNJxqR91,2025.12.01,00:00:34,SuzieMcShane,brandas,0-1,1982,2048,60+0,Time forfeit,92,46
Rated Blitz game,https://lichess.org/81aAnAvS,2025.12.01,00:00:34,jonalh,Mexicorin,0-1,1602,1600,180+0,Time forfeit,68,34
Rated Blitz game,https://lichess.org/a6nBix1l,2025.12.01,00:00:34,Livemusik25,Nostalgic_Shiro,0-1,1333,1379,180+0,Normal,42,21
Rated Blitz game,https://lichess.org/9aUg7FQ4,2025.12.01,00:00:34,Cacho6591,amr2511,1-0,840,862,180+0,Normal,9,5
Rated Blitz game,https://lichess.org/co87Hvaj,2025.12.01,00:00:34,Hagar2021,urundeymi,1-0,1529,1515,180+0,Time forfeit,123,62
Rated Blitz game,https://lichess.org/zIq3HYD5,2025.12.01,00:01:00,muazveburak,MAGPOV,1-0,1610,1618,180+2,Normal,79,40
Rated Bullet game,https://lichess.org/mYWTRhyC,2025.12.01,00:01:00,Abdou008,ianmanrres,0-1,1665,1634,60+0,Time forfeit,38,19
Rated Bullet game,https://lichess.org/pOK7aX7L,2025.12.01,00:01:00,Zok0301,sonxx,0-1,1920,1921,60+0,Time forfeit,72,36
Rated Bullet game,https://lichess.org/VsM5vW3h,2025.12.01,00:01:00,DzzL,Perovius,0-1,1875,1868,60+0,Time forfeit,80,40
Rated Bullet game,https://lichess.org/5WILl36i,2025.12.01,00:01:00,montaf,Zrokka,1-0,1671,1671,60+0,Normal,39,20
Rated Bullet game,https://lichess.org/togakSc2,2025.12.01,00:01:00,alkokarl,BenoniEnjoyer,1-0,1985,1929,60+0,Normal,76,38
Rated Bullet game,https://lichess.org/Cqg2CtgT,2025.12.01,00:01:00,Oleg444448,jiordano,1-0,1736,1741,60+0,Time forfeit,71,36
Rated Bullet game,https://lichess.org/vDpUXqj4,2025.12.01,00:01:00,Fearghas7,steepbees,1-0,1877,1902,60+0,Normal,39,20
Rated Bullet game,https://lichess.org/5VXyzELU,2025.12.01,00:01:00,h76yuh,rowethan22,0-1,2054,2195,60+0,Time forfeit,78,39
Rated Bullet game,https://lichess.org/Rwb4vj3X,2025.12.01,00:01:00,hop-long,Alekarpo,0-1,2312,2339,60+0,Normal,30,15
Rated Bullet game,https://lichess.org/B9XNNoeX,2025.12.01,00:01:00,henrie26,Cerebri,1/2-1/2,2192,2054,60+0,Normal,94,47
Rated Bullet game,https://lichess.org/e0H9okgm,2025.12.01,00:01:00,kudaking,SixSilverStrings,1-0,1772,1765,60+0,Normal,51,26
Rated Bullet game,https://lichess.org/yfUIOQOi,2025.12.01,00:01:00,ArmyCommander,kostanov,0-1,1861,1864,60+0,Normal,100,50
Rated Bullet game,https://lichess.org/u9syejB8,2025.12.01,00:01:00,cinot,Lvinicios777,1-0,1803,1789,60+0,Time forfeit,63,32
Rated Bullet game,https://lichess.org/vAbrUjAA,2025.12.01,00:01:00,FatherLongShanks,MarkSMJ,0-1,1702,1706,60+0,Time forfeit,94,47
Rated Bullet game,https://lichess.org/GOWkcNIJ,2025.12.01,00:01:00,KAHLAN100,Lukes2Cool,0-1,1321,1295,60+0,Normal,52,26
Rated Bullet game,https://lichess.org/fqClaCVF,2025.12.01,00:01:00,beskobau,Sando12Ka,1-0,1827,1860,60+0,Normal,27,14
Rated Bullet game,https://lichess.org/FSJZeuPl,2025.12.01,00:01:00,Mostafa_Beigi,Perdagog,0-1,1519,1478,60+0,Time forfeit,54,27
Rated Bullet game,https://lichess.org/cBUdkoJv,2025.12.01,00:01:00,totym,ringtongue,1-0,1770,1789,60+0,Time forfeit,73,37
Rated Rapid game,https://lichess.org/sxqstvPY,2025.12.01,00:01:01,ALHARIRI97,ppacheco2021,1-0,898,959,600+5,Normal,47,24
Rated Rapid game,https://lichess.org/Uxoklhv1,2025.12.01,00:01:01,colekoepl,filiRS,0-1,763,886,600+5,Normal,33,17
Rated Rapid game,https://lichess.org/ItgXLj3M,2025.12.01,00:01:01,Eminent-domain,chdhdgsjsj,0-1,2053,1912,600+5,Normal,36,18
Rated Rapid game,https://lichess.org/919txopG,2025.12.01,00:01:01,miladr1265,juancarlos54,1/2-1/2,1849,1898,600+5,Normal,125,63
Rated Rapid game,https://lichess.org/Ga6vAUgm,2025.12.01,00:01:01,Pancugolo,pavel_besov,1-0,1291,1263,600+5,Normal,9,5
Rated Rapid game,https://lichess.org/Msh8Luqh,2025.12.01,00:01:01,faustoJC,tunkz,1-0,1380,1310,600+5,Normal,93,47
Rated Rapid game,https://lichess.org/GW71pENj,2025.12.01,00:01:01,odvarsarah,HiasobiUtsuro,1-0,1480,1444,600+5,Normal,79,40
Rated Rapid game,https://lichess.org/UFkaWzYK,2025.12.01,00:01:01,terible,Alexandiva,1-0,1810,1791,600+5,Normal,79,40
Rated Rapid game,https://lichess.org/tXqPIkh3,2025.12.01,00:01:01,Lil_Kit1,KingShaft92,1-0,1518,1491,600+5,Normal,18,9
Rated Rapid game,https://lichess.org/nSdcf1Jd,2025.12.01,00:01:01,ThePowerofthenew,abdoayman2460,1-0,2316,2318,600+5,Normal,59,30
Rated Bullet game,https://lichess.org/XhPJMciL,2025.12.01,00:01:01,b0m8ad1l,DennerPessan,1-0,1501,1568,120+1,Time forfeit,43,22
Rated Bullet game,https://lichess.org/TwZEkjzM,2025.12.01,00:01:01,Magaszaki,trickyknights101,0-1,1907,1902,120+1,Time forfeit,62,31
Rated Bullet game,https://lichess.org/yLm3Lzif,2025.12.01,00:01:01,chestarg,khaledadel001,0-1,1582,1585,120+1,Time forfeit,60,30
Rated Bullet game,https://lichess.org/ID53PfhF,2025.12.01,00:01:01,vucko86,wildbillzilla,0-1,1024,870,120+1,Time forfeit,86,43
Rated Bullet game,https://lichess.org/ujLnq7va,2025.12.01,00:01:01,geomat65,Donorovic,1/2-1/2,1899,1885,120+1,Normal,121,61
Rated Bullet game,https://lichess.org/YD80rEmZ,2025.12.01,00:01:01,dvonteo,doug_douglason,1/2-1/2,1291,1329,120+1,Normal,85,43
Rated Bullet game,https://lichess.org/JlCZxqww,2025.12.01,00:01:01,ikazzz,thedoublecheck,1-0,1733,1739,120+1,Time forfeit,65,33
Rated Bullet game,https://lichess.org/asuScSUi,2025.12.01,00:01:01,jeem2173,ibragimovilyas,1-0,1332,1335,120+1,Normal,53,27
Rated Bullet game,https://lichess.org/Hmiepv1g,2025.12.01,00:01:01,CrownJJ,goodmanners,0-1,1932,2044,120+1,Normal,46,23
Rated Bullet game,https://lichess.org/o3jGFMqf,2025.12.01,00:01:01,ramirosaldana,peperina2018,0-1,2034,2011,120+1,Normal,50,25
Rated Blitz game,https://lichess.org/aSEbFUzt,2025.12.01,00:01:01,warwing25,Priest2025,1/2-1/2,1529,1553,300+3,Normal,114,57
Rated Bullet game,https://lichess.org/LpGAkxJF,2025.12.01,00:01:01,ahmednagy00,dirtygardner,0-1,2503,2599,60+0,Normal,118,59
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/lAZ2sfl0,2025.12.01,00:01:02,Sumithra123,VividhVijay,0-1,768,1309,600+5,Normal,44,22
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/Y7XQGFb1,2025.12.01,00:01:02,Hriyansh22,Vibhavnarra,0-1,1251,1407,600+5,Normal,46,23
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/XVnomoB9,2025.12.01,00:01:02,chessmate_2025,OISsion-Shine01,1-0,1148,873,600+5,Normal,51,26
Rated Blitz game,https://lichess.org/iV7T4npz,2025.12.01,00:01:02,Tfanti,jazematthew07,0-1,1893,1902,300+0,Normal,60,30
Rated Bullet game,https://lichess.org/bVsxFW8O,2025.12.01,00:01:02,OrigamiLion,jokertortk,1-0,2066,2021,60+0,Time forfeit,71,36
Rated Bullet game,https://lichess.org/yfLEcoZw,2025.12.01,00:01:02,Raaa0,DMic2014,1-0,1416,1414,60+0,Time forfeit,65,33
Rated Bullet game,https://lichess.org/rORbyIVG,2025.12.01,00:01:02,killo_cabesa,Snackerino,0-1,2307,2373,60+0,Time forfeit,98,49
Rated Bullet game,https://lichess.org/hw3I1DX1,2025.12.01,00:01:02,rutkaycabuk,Snorrisk,1-0,2141,2115,60+0,Normal,69,35
Rated Bullet game,https://lichess.org/UjLOmFfO,2025.12.01,00:01:02,Platon1k,stesorb,1-0,1174,1183,60+0,Time forfeit,53,27
Rated Bullet game,https://lichess.org/cs7vACQX,2025.12.01,00:01:02,I_LOVE_LESLEY,Rulin10,1-0,1941,1892,60+0,Time forfeit,91,46
Rated Bullet game,https://lichess.org/j03bxx1y,2025.12.01,00:01:02,Lucintheblack,bobromir,0-1,1236,1215,60+0,Normal,44,22
Rated Bullet game,https://lichess.org/m0Ywydui,2025.12.01,00:01:02,agr8313,RafaelTimboni,1-0,1401,1408,60+0,Time forfeit,59,30
Rated Bullet game,https://lichess.org/UGLleJJM,2025.12.01,00:01:02,SpicyBeans420,CharizardIsCool54,1/2-1/2,2148,2145,60+0,Time forfeit,90,45
Rated Bullet game,https://lichess.org/PkF9NOMA,2025.12.01,00:01:02,Iusglz,VovChess,0-1,1356,1370,60+0,Time forfeit,54,27
Rated Bullet game,https://lichess.org/1zfz6iR1,2025.12.01,00:01:02,dirtnap1337,Cristiandib,1-0,1842,1846,60+0,Time forfeit,71,36
Rated Bullet game,https://lichess.org/bmVzSPiQ,2025.12.01,00:01:02,Japarican3,ReclutaPatosoAgain,1-0,1666,1744,60+0,Time forfeit,91,46
Rated Bullet game,https://lichess.org/YsFTzv9W,2025.12.01,00:01:02,Phoenix_Gaming,PrincessS0upMoo,1-0,1658,1658,60+0,Time forfeit,75,38
Rated Bullet game,https://lichess.org/qT49xwIm,2025.12.01,00:01:02,Kido1968,MGNtolongo,0-1,1604,1510,60+0,Time forfeit,76,38
Rated Bullet game,https://lichess.org/NVaon6tH,2025.12.01,00:01:02,eng_muhammad,ddosamama123,1-0,1771,1751,60+0,Normal,53,27
Rated Bullet game,https://lichess.org/CGIdygN3,2025.12.01,00:01:02,Makaputa,bizarreomar,1-0,1977,1961,60+0,Normal,69,35
Rated Bullet game,https://lichess.org/4GSVwey4,2025.12.01,00:01:02,haidary,Bartholomew33,1-0,1470,1488,60+0,Normal,42,21
Rated Blitz game,https://lichess.org/aFfhRnVl,2025.12.01,00:01:03,Perroloco77,balazs92,0-1,1770,1675,180+0,Normal,96,48
Rated Blitz game,https://lichess.org/029YUELs,2025.12.01,00:01:03,zurdogalvez,zumbarral,1-0,1833,1783,180+0,Normal,109,55
Rated Blitz tournament https://lichess.org/tournament/3xEunu58,https://lichess.org/hDcdZkEc,2025.12.01,00:00:39,juankasparov9,dhoribeta,1-0,1853,1864,300+0,Normal,55,28
Rated Blitz tournament https://lichess.org/tournament/3xEunu58,https://lichess.org/OT6gHAQv,2025.12.01,00:00:39,Vanderlei_Rates,DanielHartford,0-1,1837,1832,300+0,Normal,98,49
Rated Blitz tournament https://lichess.org/tournament/3xEunu58,https://lichess.org/WHcMkRtl,2025.12.01,00:00:39,Yordan_Yordanov,Froma4Dworld,1-0,1792,1825,300+0,Time forfeit,69,35
Rated Blitz tournament https://lichess.org/tournament/3xEunu58,https://lichess.org/OhFUvSxt,2025.12.01,00:00:39,cetitang,wabm_gh,1-0,1755,1775,300+0,Abandoned,1,1
Rated Blitz tournament https://lichess.org/tournament/3xEunu58,https://lichess.org/XJTsqxuJ,2025.12.01,00:00:39,Xethchess12,muzaffa,0-1,1697,1741,300+0,Time forfeit,62,31
Rated Blitz tournament https://lichess.org/tournament/3xEunu58,https://lichess.org/BpfdgDqt,2025.12.01,00:00:39,clamky,AstorBH,1-0,1645,1666,300+0,Normal,27,14
Rated Blitz tournament https://lichess.org/tournament/3xEunu58,https://lichess.org/3MtDruJu,2025.12.01,00:00:39,rollymac,skaki_atak,1-0,1633,1640,300+0,Time forfeit,75,38
Rated Blitz tournament https://lichess.org/tournament/3xEunu58,https://lichess.org/u4BcfjLg,2025.12.01,00:00:39,NothinghamLace,MAHOZ,0-1,1607,1589,300+0,Normal,92,46
Rated Blitz tournament https://lichess.org/tournament/3xEunu58,https://lichess.org/RRGG5s8P,2025.12.01,00:00:39,hisforhenry,timurdogruu,1-0,1491,1518,300+0,Time forfeit,49,25
Rated Blitz tournament https://lichess.org/tournament/3xEunu58,https://lichess.org/AggMJf6z,2025.12.01,00:00:39,Den1974,acezkingzz,1-0,1466,1488,300+0,Time forfeit,95,48
Rated Blitz tournament https://lichess.org/tournament/3xEunu58,https://lichess.org/J0TncOjK,2025.12.01,00:00:39,Zonor9,mathiasmuniz,1-0,1441,1417,300+0,Normal,65,33
Rated Blitz tournament https://lichess.org/tournament/lFab8TjA,https://lichess.org/XSINFI1R,2025.12.01,00:00:39,CATRIEL-LAUTARO,eldolka,0-1,1841,1794,180+2,Normal,86,43
Rated Blitz tournament https://lichess.org/tournament/lFab8TjA,https://lichess.org/V5o602LI,2025.12.01,00:00:39,KARIMMM007,nicojugando,0-1,1346,2139,180+2,Normal,66,33
Rated Blitz game,https://lichess.org/eRsbD6Fy,2025.12.01,00:00:39,jairoace,rakft,0-1,1963,1967,300+0,Normal,126,63
Rated Blitz game,https://lichess.org/FGjYjiCr,2025.12.01,00:00:39,jgarciaayala,MightyShredders,0-1,1425,1417,300+0,Normal,18,9
Rated Blitz game,https://lichess.org/KX0N4TUM,2025.12.01,00:00:39,OminousBreeze,Spongie42,0-1,1398,1405,300+0,Normal,36,18
Rated Blitz game,https://lichess.org/1PvWg1a7,2025.12.01,00:00:39,zorbaaaa,mahmoud6788,1/2-1/2,956,893,300+0,Normal,109,55
Rated Blitz game,https://lichess.org/ZIP4LVwT,2025.12.01,00:00:39,Giulia-npg25,Michael1_sanchez1,0-1,1085,1111,300+0,Time forfeit,82,41
Rated Blitz game,https://lichess.org/375PXNdm,2025.12.01,00:00:39,novotnycurse,Huayhuash,1-0,1596,1497,300+0,Normal,67,34
Rated Blitz game,https://lichess.org/MkUzriPR,2025.12.01,00:00:39,dyranjorge,Numan456,1-0,1047,972,300+0,Normal,15,8
Rated Blitz game,https://lichess.org/8jEIsERV,2025.12.01,00:00:39,Professor_Grego,HIMARS55,1/2-1/2,2118,2260,300+0,Time forfeit,124,62
Rated Blitz game,https://lichess.org/opetXYxQ,2025.12.01,00:00:39,ETP100,lfmariz,0-1,1147,1253,300+0,Normal,122,61
Rated Blitz game,https://lichess.org/0Eo5owq6,2025.12.01,00:00:39,indian_mighty_knight,mcavalcante2000,1-0,1905,1950,300+0,Time forfeit,103,52
Rated Blitz game,https://lichess.org/GlYH6p0B,2025.12.01,00:00:39,atoris43,arturoperea,1-0,1477,1467,300+0,Normal,33,17
Rated Blitz game,https://lichess.org/luEZgbcz,2025.12.01,00:00:39,hussien86,SegonBermuda,0-1,1794,1782,300+0,Normal,64,32
Rated Blitz game,https://lichess.org/7IXZEGRb,2025.12.01,00:00:39,Joheny,trolticon,0-1,1330,1323,300+0,Normal,76,38
Rated Blitz game,https://lichess.org/IcomqybL,2025.12.01,00:00:39,Daniel329,ulisse-telemaco,0-1,1368,1341,300+0,Normal,67,34
Rated Blitz game,https://lichess.org/1263vrHr,2025.12.01,00:00:39,hamoudi123,mohamed08,1-0,2106,2044,300+0,Time forfeit,43,22
Rated Blitz game,https://lichess.org/2g6sOsg2,2025.12.01,00:00:39,Katys149,DACIDMARCIO1234,1-0,762,941,300+0,Normal,105,53
Rated Blitz game,https://lichess.org/yvJ3H96u,2025.12.01,00:00:39,dedama,ChrisM94,0-1,1068,1067,300+0,Time forfeit,82,41
Rated Bullet game,https://lichess.org/AjuqzEoY,2025.12.01,00:00:40,Lorean555,manishmohan,1-0,2078,2029,60+0,Normal,83,42
Rated UltraBullet game,https://lichess.org/W40XOXlC,2025.12.01,00:00:40,QueenMaster77,penguin-000,0-1,1576,1664,15+0,Time forfeit,48,24
Rated Bullet game,https://lichess.org/vqkJAuRX,2025.12.01,00:00:40,Sturridge73,gokhanavcii,0-1,1397,1401,60+0,Time forfeit,46,23
Rated Bullet game,https://lichess.org/VN6Yv48Z,2025.12.01,00:00:40,Cravensworth,Mailezc,0-1,982,1134,60+0,Normal,44,22
Rated Bullet game,https://lichess.org/Eac75V4c,2025.12.01,00:00:40,ManWithVans,robin0708,1-0,2045,2057,60+0,Time forfeit,55,28
Rated Bullet game,https://lichess.org/3wObD1Vk,2025.12.01,00:00:40,CrizT,vova200508,0-1,1524,1567,60+0,Time forfeit,70,35
Rated Bullet game,https://lichess.org/ScS888Nj,2025.12.01,00:00:40,bedazzle99,Est_UA,0-1,2432,2496,60+0,Normal,70,35
Rated Bullet game,https://lichess.org/OtqRvWZu,2025.12.01,00:00:40,udemski,anisdelmono,0-1,2081,2086,60+0,Time forfeit,86,43
Rated Bullet game,https://lichess.org/pe9C4sBK,2025.12.01,00:00:40,acemiyim20,ramazangunduz,0-1,1974,1986,60+0,Normal,70,35
Rated Bullet game,https://lichess.org/fcakb3yE,2025.12.01,00:00:40,FariNez,shapiro1999,0-1,1880,1879,60+0,Time forfeit,76,38
Rated Bullet game,https://lichess.org/2MD3qFEK,2025.12.01,00:00:40,Muchi16,Vugoru,0-1,1939,1904,60+0,Time forfeit,78,39
Rated Bullet game,https://lichess.org/8mepQxxY,2025.12.01,00:00:40,UndercoverCheck,PatrikCat,0-1,1587,1599,60+0,Time forfeit,56,28
Rated Bullet game,https://lichess.org/H5c9qw9g,2025.12.01,00:00:40,CagnusMarlsen0003,Baltuano,0-1,2038,2010,60+0,Time forfeit,62,31
Rated Bullet game,https://lichess.org/aYcpiilu,2025.12.01,00:00:40,a_genius_player,La_gota,1-0,1478,1513,60+0,Time forfeit,63,32
Rated Bullet game,https://lichess.org/pvJcdudW,2025.12.01,00:00:40,Evan2011zagastizabal,el_druma,0-1,1618,1733,60+0,Time forfeit,78,39
Rated Bullet game,https://lichess.org/FDIdZOn0,2025.12.01,00:00:40,dinok1975,Ivanovick1974,0-1,970,957,60+0,Time forfeit,48,24
Rated Bullet game,https://lichess.org/cfWJOK0T,2025.12.01,00:00:40,tatarbalasi,Kasem919,1-0,1602,1599,60+0,Time forfeit,55,28
Rated Bullet game,https://lichess.org/1CXmRlxl,2025.12.01,00:00:40,Zdugo02,ninja99999,1-0,1849,1843,60+0,Time forfeit,85,43
Rated Bullet game,https://lichess.org/iwYgP1jb,2025.12.01,00:00:40,tornikee66,willhillz,0-1,2115,2129,60+0,Time forfeit,106,53
Rated Rapid game,https://lichess.org/ogGSe84g,2025.12.01,00:00:40,mmenkos,CeruledgeMain_846289,1-0,1249,1233,600+5,Normal,117,59
Rated Rapid game,https://lichess.org/tEDBlTTo,2025.12.01,00:00:40,Vlaskudr,Pirueta2025,0-1,1725,1748,600+5,Normal,32,16
Rated Rapid game,https://lichess.org/xYCbtfrx,2025.12.01,00:00:40,Bulldo_Zer,daveshev,0-1,1487,1513,600+5,Normal,144,72
Rated Rapid game,https://lichess.org/opsQ6rHz,2025.12.01,00:00:40,Dave1952,BattleKitty,1-0,1188,1127,600+5,Normal,103,52
Rated Rapid game,https://lichess.org/pDrUBFzj,2025.12.01,00:00:40,SuperAntonio1,aashrith725,0-1,1045,1092,600+5,Normal,14,7
Rated Rapid game,https://lichess.org/aL0db4wf,2025.12.01,00:00:40,Jim00007,noirlabong,1-0,688,824,600+5,Normal,42,21
Rated Rapid game,https://lichess.org/zLu78BSv,2025.12.01,00:00:40,dmgforgg,rmeyers,1-0,953,907,600+5,Time forfeit,19,10
Rated Rapid game,https://lichess.org/icWVM51B,2025.12.01,00:00:40,PolythroposAndra,Samireh,0-1,1412,1461,600+5,Normal,62,31
Rated Rapid game,https://lichess.org/DYxLYhzi,2025.12.01,00:00:40,KaramJoo,Necatikorkmaz11,1-0,1269,1389,600+0,Normal,45,23
Rated Rapid game,https://lichess.org/vn7gedMn,2025.12.01,00:00:40,evanskaras13,STEPHANGERZADOWICZ,1-0,1741,1549,600+0,Normal,65,33
Rated Rapid game,https://lichess.org/lm7Cj9Xy,2025.12.01,00:00:40,montanholi,Nazariop,0-1,699,809,600+0,Normal,48,24
